Employee_Name,EmpID,MarriedID,GenderID,DeptID,New PayRate (hour),PositionID,State,DOB,DateofHire,DateofTermination,TermReason,EmploymentStatus,ManagerID,RecruitmentSource,PerformanceScore,EmpSatisfaction,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,PerformanceScore_Norm,PerformanceScore_Scaled,EmpSatisfaction_Scaled,Tenure,Age,AgeGroup
" Powers, Ariel     ",9070241303,1,0,3,31.2,14,MA,1988-10-05,2011-01-21,,N/A - still employed,Active,6,Glassdoor,Fully Meets,5,3519,8674,19166,11933,10677,11968,15470,15345,19170,19913,4776,15273,3,0.6666666666666666,1.0,13.652054794520549,35,30-39
" Bryant, Jewel     ",9097991302,1,0,3,37.68,14,MA,1968-07-06,2010-01-05,,N/A - still employed,Active,6,Glassdoor,Fully Meets,5,19572,5384,1730,18312,15590,5195,6102,6830,10108,16739,17786,13309,3,0.6666666666666666,1.0,14.695890410958905,56,50-59
" Kim, Irene     ",9027791301,0,0,3,37.68,14,CT,1985-09-05,2012-05-09,,N/A - still employed,Active,6,Glassdoor,Fully Meets,4,6392,10488,1768,2826,4719,13140,17178,19858,5697,9972,11019,18962,3,0.6666666666666666,0.75,12.353424657534246,39,30-39
" Willis, Carla     ",9062901300,0,0,3,64.0,13,MA,1970-07-09,2014-05-01,,N/A - still employed,Active,6,Glassdoor,Fully Meets,4,17482,16610,16726,13885,13082,17519,14087,12984,6833,14665,2660,11486,3,0.6666666666666666,0.75,10.375342465753425,54,50-59
" Fitzgerald, Ricardo     ",9095201299,0,1,3,63.0,13,MA,1986-10-05,2012-02-15,,N/A - still employed,Active,6,Professional Society,Needs Improvement,3,14380,17724,15564,12747,7814,7710,9554,19681,6032,6715,4200,1147,2,0.3333333333333333,0.5,12.583561643835617,37,30-39
" Cooley, Demetrius     ",9058061298,0,1,3,63.0,13,MA,1964-01-04,2012-09-01,,N/A - still employed,Active,5,Professional Society,Needs Improvement,3,17841,16770,13834,1417,5709,7759,15030,19342,10323,4828,4670,16497,2,0.3333333333333333,0.5,12.038356164383561,60,60-69
" Reynolds, Chandler     ",9018971297,1,1,3,63.0,13,MA,1973-04-05,2013-01-20,,N/A - still employed,Active,5,Professional Society,Fully Meets,4,4711,17228,4616,16551,18376,19187,16575,7750,2883,6923,11148,3652,3,0.6666666666666666,0.75,11.652054794520549,51,50-59
" Benjamin, Iyana     ",9005661296,1,1,3,21.0,12,MA,1980-07-05,2011-04-15,,N/A - still employed,Active,5,Professional Society,Fully Meets,4,16606,3152,19703,11624,5991,3243,4396,7231,17765,17753,18574,5391,3,0.6666666666666666,0.75,13.421917808219177,44,40-49
" Haney, Antoine     ",9082501295,1,1,6,65.0,11,MA,1966-03-17,2014-05-05,,N/A - still employed,Active,5,Diversity Job Fair,Fully Meets,4,1776,19299,4161,4009,11381,15639,15007,9324,15515,8405,7413,4536,3,0.6666666666666666,0.75,10.364383561643836,58,50-59
" Rivas, Alfred     ",9012481294,1,1,6,60.0,10,MA,1983-03-19,2009-05-01,,N/A - still employed,Active,5,MBTA ads,Fully Meets,4,5167,1660,11484,12111,8842,18536,13238,19659,18984,9941,19476,3648,3,0.6666666666666666,0.75,15.378082191780821,41,40-49
" Prince, Lamont     ",9023831293,1,1,5,31.4,9,MA,1979-02-24,2015-03-30,,N/A - still employed,Active,2,MBTA ads,Fully Meets,4,9429,6322,18981,4207,3190,4766,18134,2319,12819,18049,15288,15177,3,0.6666666666666666,0.75,9.463013698630137,45,40-49
" Boone, Gunner     ",9067631292,0,0,3,37.68,9,MA,1970-02-08,2015-05-01,,N/A - still employed,Active,2,Employee Referral,Fully Meets,4,6777,18882,14625,3650,11579,6306,10733,9387,13219,4985,15516,8569,3,0.6666666666666666,0.75,9.375342465753425,54,50-59
" Cooke, Kaitlin     ",9034201291,0,0,3,36.239999999999995,9,MA,1987-12-17,2015-05-01,,N/A - still employed,Active,2,Employee Referral,Fully Meets,3,7694,10425,19156,18856,17303,18279,17283,12296,6867,15570,1878,1723,3,0.6666666666666666,0.5,9.375342465753425,36,30-39
" Gross, Sam     ",9082481290,1,1,3,30.2,9,MA,1986-08-26,2015-03-30,,N/A - still employed,Active,2,Employee Referral,Fully Meets,3,18312,9486,6532,5453,2107,10682,1182,18433,8100,14993,13950,13448,3,0.6666666666666666,0.5,9.463013698630137,38,30-39
" Clark, Sydney     ",9081661289,1,1,3,39.55,9,MA,1981-10-11,2015-02-16,2016-01-15,more money,Voluntarily Terminated,4,Employee Referral,Fully Meets,3,17030,6698,2382,5818,13570,7297,10924,3121,3254,14238,17166,11349,3,0.6666666666666666,0.5,0.9123287671232877,42,40-49
" Gaines, Marissa     ",9018121288,1,0,3,39.55,9,MA,1984-09-16,2014-10-11,,N/A - still employed,Active,4,Employee Referral,Fully Meets,3,18415,19024,11419,7159,15312,11073,10156,6547,18115,3496,4543,19003,3,0.6666666666666666,0.5,9.92876712328767,40,40-49
" Hooper, Marlee     ",9027011287,1,0,3,42.75,9,MA,1984-09-05,2014-01-12,,N/A - still employed,Active,4,Employee Referral,Fully Meets,5,4571,15786,11322,1755,17169,6409,1844,12479,13659,12748,13797,5804,3,0.6666666666666666,1.0,10.673972602739726,40,40-49
" Mccall, Nikolai     ",9095961286,1,0,3,42.75,9,MA,1988-07-04,2014-10-11,,N/A - still employed,Active,4,Employee Referral,Exceeds,4,9231,7862,16166,6648,19655,11709,19104,11477,3747,18768,13010,10774,4,1.0,0.75,9.92876712328767,36,30-39
" Kramer, Blake     ",9098521285,1,1,3,35.5,8,MA,1986-11-07,2015-05-01,,N/A - still employed,Active,4,Employee Referral,Exceeds,4,9879,9892,10782,12816,6828,19754,12542,14423,3671,9333,19295,10450,4,1.0,0.75,9.375342465753425,37,30-39
" Boyle, Yasmin     ",9036191284,0,0,3,40.8,8,MA,1984-02-21,2015-03-30,,N/A - still employed,Active,4,Glassdoor,Exceeds,4,12782,5705,15498,2335,6883,12681,6375,19314,11232,17998,15204,6797,4,1.0,0.75,9.463013698630137,40,40-49
" Walker, Marquise     ",9081431283,0,0,3,40.8,8,TX,1986-08-07,2015-02-16,,N/A - still employed,Active,4,Glassdoor,Fully Meets,3,5356,9597,18995,16771,5716,2188,4971,9810,14381,5669,4922,14870,3,0.6666666666666666,0.5,9.578082191780823,38,30-39
" Tanner, Keyon     ",9009561282,0,0,3,40.1,8,TX,1971-10-23,2015-02-16,2015-03-15,"no-call, no-show",Terminated for Cause,4,Glassdoor,Fully Meets,3,6868,1402,1918,5796,4608,11036,19645,10414,10981,17191,17042,6169,3,0.6666666666666666,0.5,0.07397260273972603,52,50-59
" Castillo, Omari     ",9021801281,0,1,3,43.0,8,MA,1986-04-04,2014-07-07,2015-12-09,performance,Terminated for Cause,4,Employee Referral,Fully Meets,4,2651,19467,7141,6708,6512,19950,8685,1919,3566,7436,7586,9237,3,0.6666666666666666,0.75,1.4246575342465753,38,30-39
" Woodward, Kayley     ",9078771280,0,1,3,43.0,7,MA,1972-11-21,2017-07-01,2018-06-16,unhappy,Terminated for Cause,4,Search Engine - Google Bing Yahoo,Fully Meets,4,8028,11634,15049,13205,16386,17220,2351,1798,12457,17699,1326,3666,3,0.6666666666666666,0.75,0.958904109589041,51,50-59
" Barker, Eve     ",9053621279,0,1,3,43.0,6,MA,1979-08-30,2010-10-04,2012-07-04,medical issues,Terminated for Cause,13,Search Engine - Google Bing Yahoo,Fully Meets,3,18578,2354,4842,15677,19548,19174,3388,1459,8259,7608,16530,6134,3,0.6666666666666666,0.5,1.7506849315068493,45,40-49
" Wilkerson, Lillie     ",9072721278,0,0,3,43.0,5,MA,1972-02-09,2016-06-09,2018-02-21,medical issues,Terminated for Cause,13,Search Engine - Google Bing Yahoo,Exceeds,3,12364,10466,10741,3356,14217,16606,12572,1541,8121,7583,16033,1138,4,1.0,0.5,1.704109589041096,52,50-59
" Sawyer, Darien     ",9070151277,0,0,3,65.0,4,MA,1989-06-30,2017-04-20,,N/A - still employed,Active,5,Search Engine - Google Bing Yahoo,Fully Meets,5,8551,4907,17926,15447,6180,7712,3019,17692,10836,7772,19235,14040,3,0.6666666666666666,1.0,7.402739726027397,35,30-39
" Pineda, Isaias     ",9084871276,0,0,3,63.5,4,MA,1987-10-24,2017-04-20,,N/A - still employed,Active,5,Employee Referral,Fully Meets,5,7524,13063,8807,3749,2276,8698,10790,2246,17477,10893,3667,10442,3,0.6666666666666666,1.0,7.402739726027397,36,30-39
" Bradford, Casey     ",9030041275,1,1,3,46.0,4,MA,1983-09-04,2017-02-15,,N/A - still employed,Active,5,Professional Society,Fully Meets,3,18777,5735,15376,8844,2504,8448,10867,17992,1046,17052,10063,7067,3,0.6666666666666666,0.5,7.578082191780822,41,40-49
" Harrell, Alexis     ",9060311274,1,1,3,46.0,4,MA,1980-05-12,2016-02-10,,N/A - still employed,Active,13,Indeed,Fully Meets,3,19847,9599,1279,1687,13583,4170,16024,9728,17911,3501,6291,16333,3,0.6666666666666666,0.5,8.594520547945205,44,40-49
" Snow, Mylee     ",9023091273,1,1,3,55.0,3,MA,1965-05-07,2014-09-29,,N/A - still employed,Active,13,Indeed,Fully Meets,5,6449,10596,14293,19151,5886,11512,17761,8338,14398,7500,5503,18451,3,0.6666666666666666,1.0,9.961643835616439,59,50-59
" Mckenzie, Elsa     ",9079901272,1,1,3,55.0,3,OR,1968-01-15,2006-09-01,,N/A - still employed,Active,13,Indeed,Fully Meets,4,6134,8625,7906,5846,5521,10115,6118,8048,2342,3756,18127,1014,3,0.6666666666666666,0.75,18.043835616438358,56,50-59
" Rodriguez, Graham     ",9044601271,1,0,6,55.0,3,OR,1988-08-29,2012-09-01,,N/A - still employed,Active,21,Indeed,Fully Meets,4,12987,4467,18717,4518,18496,11047,1005,11252,8961,19589,7897,10623,3,0.6666666666666666,0.75,12.038356164383561,36,30-39
" Mcmillan, Joel     ",9084681270,0,0,6,55.0,3,KY,1990-05-11,2013-09-30,,N/A - still employed,Active,21,Pay Per Click - Google,Fully Meets,3,2074,14682,3588,1930,12521,8729,16462,2798,11554,6579,16267,16305,3,0.6666666666666666,0.5,10.95890410958904,34,30-39
" Frost, Maci     ",9001131269,0,0,6,55.0,3,KY,1989-03-31,2013-08-07,,N/A - still employed,Active,21,Pay Per Click - Google,Fully Meets,3,2374,8534,2736,10806,19469,3359,5920,17303,13342,5210,14570,3835,3,0.6666666666666666,0.5,11.106849315068493,35,30-39
" Lucas, Nevaeh     ",9083861268,0,0,6,55.0,3,TX,1984-07-01,2016-06-07,,N/A - Has not started yet,Active,21,Pay Per Click - Google,Fully Meets,3,15852,18075,16971,14792,9230,18192,15557,12501,10451,5443,19214,12350,3,0.6666666666666666,0.5,8.271232876712329,40,40-49
" Zimmerman, Garrett     ",9060591267,0,1,6,55.0,3,TX,1970-06-11,2012-05-14,,N/A - still employed,Future Start,21,Pay Per Click - Google,Fully Meets,4,19077,15720,5573,12457,18543,10421,18931,11490,11772,12549,7078,18738,3,0.6666666666666666,0.75,12.33972602739726,54,50-59
" Marks, Eugene     ",9074081266,0,1,6,55.0,3,TX,1979-11-27,2013-08-19,,N/A - still employed,Future Start,21,Website Banner Ads,Fully Meets,5,11407,7153,19687,10223,17913,19550,11174,3462,3576,12366,16829,7552,3,0.6666666666666666,1.0,11.073972602739726,44,40-49
" Pugh, Geovanni     ",9070891265,0,1,6,55.0,3,CO,1974-05-09,2014-12-05,,N/A - still employed,Future Start,21,Pay Per Click - Google,Fully Meets,5,18685,10415,7096,18551,6205,8784,10115,2531,11379,2072,11810,15217,3,0.6666666666666666,1.0,9.778082191780822,50,50-59
" Kelley, Javon     ",9080001264,0,1,6,55.0,3,CO,1989-09-22,2015-02-16,,N/A - still employed,Future Start,21,Pay Per Click - Google,Fully Meets,5,2389,19196,12734,4363,15462,13634,4346,5382,2062,6046,15593,17158,3,0.6666666666666666,1.0,9.578082191780823,34,30-39
" Hicks, Amaya     ",9029811263,0,1,6,55.0,3,IN,1963-08-28,2011-06-09,,N/A - still employed,Active,21,Monster.com,Fully Meets,5,14805,11844,14771,3146,17588,4545,11586,9980,16220,8476,15862,1368,3,0.6666666666666666,1.0,13.271232876712329,61,60-69
" Woodard, Laila     ",9024131262,0,1,6,55.0,3,IN,1988-11-08,2011-10-01,,N/A - still employed,Active,21,Monster.com,Fully Meets,3,12217,14345,17462,12166,18916,16742,4196,9177,17507,13536,8470,2319,3,0.6666666666666666,0.5,12.95890410958904,35,30-39
" Huff, Ivan     ",9035611261,0,1,6,55.0,3,CA,1975-07-07,2014-09-29,,N/A - still employed,Active,21,Monster.com,Exceeds,5,9158,11949,10029,7161,18108,2449,10871,13311,13747,4352,4824,6398,4,1.0,1.0,9.961643835616439,49,40-49
" Logan, Vincent     ",9069641260,0,1,6,55.0,3,MA,1989-07-11,2012-05-03,,N/A - still employed,Active,17,Other,Exceeds,5,6754,1055,19918,5354,1172,3175,16882,13024,4778,19771,19152,7975,4,1.0,1.0,12.36986301369863,35,30-39
" Glass, Nasir     ",9020361259,0,1,6,55.0,3,MA,1991-05-23,2011-05-07,,N/A - still employed,Active,17,Employee Referral,Exceeds,5,8599,14942,10299,8696,2099,13347,17175,8696,1295,5519,15835,16401,4,1.0,1.0,13.361643835616439,33,30-39
" Shannon, Quincy     ",9086981258,1,1,6,56.0,3,AZ,1989-05-12,2010-09-27,,N/A - still employed,Active,17,Employee Referral,Fully Meets,5,15151,2329,11678,11751,3603,6261,17667,1756,19400,7920,15787,8190,3,0.6666666666666666,1.0,13.96986301369863,35,30-39
" Walter, Alena     ",9021601257,1,1,6,55.0,3,AZ,1982-05-19,2015-05-01,,N/A - still employed,Active,17,Other,Fully Meets,5,3052,11907,1844,3466,9368,19302,4698,15038,9435,10980,17920,17967,3,0.6666666666666666,1.0,9.375342465753425,42,40-49
" Compton, Clay     ",9010541256,1,1,6,55.0,3,AZ,1975-11-02,2014-09-29,,N/A - still employed,Active,17,Professional Society,Fully Meets,4,14338,19441,3798,10527,10299,5942,9661,12904,1337,17407,16202,11487,3,0.6666666666666666,0.75,9.961643835616439,48,40-49
" Fernandez, Kayden     ",9078261255,1,1,6,55.0,3,AL,1988-12-27,2012-04-30,,N/A - still employed,Active,17,Website Banner Ads,Fully Meets,4,10105,17836,13917,15899,19711,15710,14574,11661,17591,17634,13467,11735,3,0.6666666666666666,0.75,12.378082191780821,35,30-39
" Giles, Bryson     ",9071481254,0,1,6,55.0,3,AL,1969-02-09,2011-07-03,,N/A - still employed,Active,17,Newspager/Magazine,Fully Meets,3,16943,7359,7471,8315,1389,2611,8740,11381,18297,11376,2696,5023,3,0.6666666666666666,0.5,13.205479452054794,55,50-59
" Small, Demarcus     ",9075921253,0,1,6,55.0,3,TN,1954-10-12,2014-12-05,,N/A - still employed,Active,17,Newspager/Magazine,Fully Meets,3,15363,13126,5906,3149,13715,2234,11933,3597,9482,9779,15731,6361,3,0.6666666666666666,0.5,9.778082191780822,69,60-69
" Dodson, Presley     ",9040761252,1,1,6,55.0,3,ID,1971-07-10,2014-07-07,,N/A - still employed,Active,17,Newspager/Magazine,Fully Meets,3,2399,13885,13952,10736,19548,3116,15113,7824,3341,8958,15056,8764,3,0.6666666666666666,0.5,10.191780821917808,53,50-59
" Giles, Christine     ",9056361251,1,1,6,55.0,3,ID,1969-02-24,2011-07-03,,N/A - still employed,Active,17,Newspager/Magazine,Fully Meets,5,13915,3171,19958,17205,14675,6612,4206,6391,11383,1677,4883,14510,3,0.6666666666666666,1.0,13.205479452054794,55,50-59
" Rogers, Jasmine     ",9030351250,1,1,6,55.0,3,ID,1988-09-14,2014-08-18,,N/A - still employed,Active,17,Diversity Job Fair,Fully Meets,4,4121,17598,7284,15685,8644,4553,12579,16244,17410,3787,4412,12092,3,0.6666666666666666,0.75,10.076712328767123,36,30-39
" Greer, Jaime     ",9057921249,0,1,6,55.0,3,ID,1987-05-14,2012-02-20,,N/A - still employed,Active,17,Diversity Job Fair,Poor,5,4797,7407,3849,17112,11589,3608,5907,9500,11966,13162,7636,18036,1,0.0,1.0,12.56986301369863,37,30-39
" Hutchinson, Keagan     ",9031031248,0,1,6,55.0,3,NY,1963-05-15,2014-08-18,,N/A - still employed,Active,17,Website Banner Ads,Poor,5,2219,14492,17941,10608,11520,12117,8107,14542,5667,19563,5070,5717,1,0.0,1.0,10.076712328767123,61,60-69
" Ballard, Charlize     ",9018061247,0,0,6,55.0,3,WA,1964-06-01,2011-08-15,,N/A - still employed,Active,17,Website Banner Ads,Poor,5,6666,1487,12676,10851,11502,11765,10481,17693,11208,3640,12075,15781,1,0.0,1.0,13.087671232876712,60,60-69
" Pollard, Kendrick     ",9009951246,0,0,6,55.0,2,MA,1987-06-14,2011-09-26,,N/A - still employed,Active,17,Social Networks - Facebook Twitter etc,Poor,5,4135,9185,19324,8598,13020,17834,10420,13515,13507,19026,14003,17937,1,0.0,1.0,12.972602739726028,37,30-39
" Reed, Meadow     ",9093741245,1,0,6,55.0,2,MA,1988-05-19,2015-01-05,,N/A - still employed,Active,17,Diversity Job Fair,Fully Meets,4,10483,10864,15305,10567,18658,10418,6501,18758,15927,9242,2176,4131,3,0.6666666666666666,0.75,9.693150684931506,36,30-39
" Strong, Dante     ",9053681243,1,0,1,25.8,1,MA,1986-09-01,2014-09-29,,N/A - still employed,Active,1,Pay Per Click - Google,Fully Meets,4,14912,3005,15920,3008,16773,8512,16231,14632,1608,15472,16543,10477,3,0.6666666666666666,0.75,9.961643835616439,38,30-39
" Perez, Angeline     ",9012591242,0,1,1,21.5,1,MA,1984-04-26,2014-06-01,,N/A - still employed,Active,1,Pay Per Click - Google,Fully Meets,5,19045,15650,15010,15354,12753,19744,4015,13931,11696,4795,11977,8707,3,0.6666666666666666,1.0,10.29041095890411,40,40-49
" Blanchard, Jairo     ",9040731241,1,1,1,29.0,1,MA,1987-11-24,2008-10-27,,N/A - still employed,Active,1,Diversity Job Fair,Fully Meets,5,10033,7592,6930,3105,14771,12553,12192,11806,11348,9282,3229,10818,3,0.6666666666666666,1.0,15.887671232876713,36,30-39
" Watkins, Rishi     ",9031881240,1,1,1,29.0,28,MA,1978-05-02,2015-03-30,,N/A - still employed,Active,1,Diversity Job Fair,Fully Meets,5,19865,2506,10775,17204,8715,1634,7804,18630,17114,9814,18283,14833,3,0.6666666666666666,1.0,9.463013698630137,46,40-49
" Goodwin, Immanuel     ",9006801239,0,1,3,55.2,28,MA,1965-09-09,2014-10-11,,N/A - still employed,Active,1,Diversity Job Fair,Fully Meets,4,15834,14711,19417,1579,14008,7883,12029,11859,2447,16566,9451,10435,3,0.6666666666666666,0.75,9.92876712328767,59,50-59
" Macias, Armando     ",9002641238,0,0,3,55.2,28,CT,1983-02-09,2016-06-30,,N/A - Has not started yet,Active,7,Employee Referral,Fully Meets,4,9139,2866,7736,14202,12892,10369,9955,16186,13207,8648,7296,12494,3,0.6666666666666666,0.75,8.208219178082192,41,40-49
" Kelly, Britney     ",9006341237,1,1,3,55.2,28,CT,1986-04-23,2014-10-11,,N/A - still employed,Leave of Absence,7,On-campus Recruiting,Fully Meets,4,18055,16096,12586,10871,2791,1251,6048,9403,16395,7548,19587,1311,3,0.6666666666666666,0.75,9.92876712328767,38,30-39
" Haas, Emanuel     ",9074061236,1,1,3,55.2,28,CT,1952-01-18,2014-10-11,,N/A - still employed,Leave of Absence,7,On-campus Recruiting,Fully Meets,4,8609,16986,18387,13138,10384,13727,11977,5480,3404,17727,10154,5724,3,0.6666666666666666,0.75,9.92876712328767,72,
" Drake, Karlie     ",9078541235,1,0,3,54.1,29,MA,1973-05-27,2015-05-01,,N/A - still employed,Leave of Absence,7,On-campus Recruiting,Fully Meets,5,16330,14907,4745,17610,16941,17301,17833,11184,19697,3548,4411,6250,3,0.6666666666666666,1.0,9.375342465753425,51,50-59
" King, Gillian     ",9090191234,0,0,3,58.2,30,MA,1964-07-30,2014-02-17,,hours,Leave of Absence,4,Vendor Referral,Fully Meets,3,10841,2440,18350,14420,3493,4035,17575,1908,4846,13452,15119,19899,3,0.6666666666666666,0.5,10.575342465753424,60,60-69
" Hebert, Rayna     ",9059411233,0,0,3,61.3,27,MA,1986-06-06,2016-06-30,,N/A - Has not started yet,Future Start,4,Vendor Referral,Fully Meets,3,13350,15948,18552,4364,8304,5917,14725,14794,9561,9871,3633,14749,3,0.6666666666666666,0.5,8.208219178082192,38,30-39
" Perry, Garrett     ",9039111232,0,0,3,61.3,27,MA,1975-05-05,2015-03-30,,N/A - still employed,Future Start,4,Vendor Referral,Fully Meets,3,2963,6950,12645,4169,2959,8254,5214,14155,11349,11585,18769,2169,3,0.6666666666666666,0.5,9.463013698630137,49,40-49
" Andersen, Layne     ",9069521231,0,1,3,61.3,26,MA,1987-04-04,2015-02-16,,N/A - still employed,Future Start,4,Diversity Job Fair,Fully Meets,3,4122,2682,11499,11818,16349,1422,19411,14717,3883,18784,17988,7577,3,0.6666666666666666,0.5,9.578082191780823,37,30-39
" Berry, Elle     ",9078291230,1,0,1,62.0,26,MA,1979-04-16,2009-05-01,,N/A - still employed,Future Start,3,Diversity Job Fair,Fully Meets,4,7718,1995,3920,10001,14786,9219,10219,18982,19878,7610,9919,9865,3,0.6666666666666666,0.75,15.378082191780821,45,40-49
" Bautista, London     ",9077091229,1,0,4,62.0,25,MA,1966-11-22,2011-08-15,,N/A - still employed,Active,5,Search Engine - Google Bing Yahoo,Fully Meets,3,6599,11223,15439,5278,12178,10789,4110,8542,6919,1813,18192,5729,3,0.6666666666666666,0.5,13.087671232876712,57,50-59
" Davenport, Kayleigh     ",9016041228,1,0,4,45.42,24,MA,1983-06-14,2013-02-18,,N/A - still employed,Active,5,Search Engine - Google Bing Yahoo,Fully Meets,3,15001,10194,8384,15938,16531,15431,15661,10994,17319,2106,10189,12791,3,0.6666666666666666,0.5,11.572602739726028,41,40-49
" Flores, Koen     ",9046191227,0,1,4,45.42,24,MA,1983-05-06,2014-07-07,,N/A - still employed,Active,5,Diversity Job Fair,Fully Meets,3,10350,16447,7830,14737,11652,14037,18042,3609,7256,3372,8961,11548,3,0.6666666666666666,0.5,10.191780821917808,41,40-49
" Finley, Ernest     ",9036121226,0,1,4,49.25,24,MA,1986-07-24,2012-05-11,2013-09-25,return to school,Voluntarily Terminated,5,Diversity Job Fair,Exceeds,5,4731,3071,4914,6909,13790,7705,12844,19223,4298,12928,16149,3848,4,1.0,1.0,1.3753424657534246,38,30-39
" Salazar, Phillip     ",9084631225,0,1,4,52.25,24,MA,1979-02-20,2011-07-11,2015-07-09,Another position,Voluntarily Terminated,10,Diversity Job Fair,Exceeds,3,1350,10984,14319,8089,12900,5355,10132,14397,18149,17294,14932,6881,4,1.0,0.5,3.9972602739726026,45,40-49
" Webb, Chaz     ",9067201224,1,0,4,55.51,24,MA,1987-11-07,2013-11-11,2015-04-15,hours,Voluntarily Terminated,10,Diversity Job Fair,Exceeds,3,13042,18206,19816,11601,6387,19123,4721,17633,16898,1134,9710,5164,4,1.0,0.5,1.4246575342465753,36,30-39
" Anderson, Desmond     ",9015041223,0,1,4,48.5,24,MA,1987-05-15,2011-02-05,2013-05-06,attendance,Voluntarily Terminated,10,Diversity Job Fair,Exceeds,3,9083,2645,3742,16424,4813,7049,14992,6102,5436,3635,10969,12326,4,1.0,0.5,2.249315068493151,37,30-39
" Decker, Sophie     ",9072821222,0,1,4,48.5,24,MA,1979-07-05,2012-09-01,,N/A - still employed,Active,10,Diversity Job Fair,Fully Meets,3,4709,15408,15244,16054,1643,9097,3133,1893,6540,6060,1197,19469,3,0.6666666666666666,0.5,12.038356164383561,45,40-49
